Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,F1,F2,F3,F4,F5,Price
1,1,2015,43000,3,0,1,19.67,1582,126.2,5,12,2,2,2,2,9.25
2,1,2011,47490,2,0,1,17.5,1198,75,5,12,1,1,11,1,2.29
3,1,2015,80000,3,0,1,22.77,1498,98.59,5,12,2,2,2,2,7
1,1,2007,60000,2,0,2,18.2,1061,64,5,12,1,1,11,1,1.65
2,1,2017,6006,2,0,1,20.73,1373,91.1,5,12,2,2,2,2,8.25
3,1,2011,71703,2,1,1,14.74,1991,181.03,5,12,1,1,11,1,9.14
1,1,2016,33000,2,0,1,17.8,1198,86.7,5,12,2,2,2,2,6.5
2,1,2012,60000,3,0,1,23.59,1364,null,5,12,1,1,11,1,2.95
3,1,2015,91000,3,0,1,19.87,1461,83.8,5,12,2,2,2,2,5.75
1,1,2012,72000,5,0,1,26.2,998,58.2,5,12,1,1,11,1,2.85
2,1,2011,43000,2,0,2,16.47,1198,73.9,5,12,2,2,2,2,2.1
3,1,2017,63770,3,0,1,19.67,1582,126.2,5,12,1,1,11,1,13.55
1,1,2012,43510,3,1,1,14.74,2993,270.9,5,12,2,2,2,2,20.5
2,1,2017,52000,3,0,1,16.3,1956,170,5,12,1,1,11,1,20
3,1,2018,31427,3,1,1,15.68,1999,177,5,12,2,2,2,2,59.72
1,1,2016,29000,3,0,1,27.39,1248,74,5,12,1,1,11,1,6.5
2,1,2016,56000,3,0,1,28.09,1248,88.5,5,12,2,2,2,2,7.5
3,1,2007,76000,2,0,2,15,1586,104.68,5,12,1,1,11,1,2.15
1,1,2015,53615,3,0,1,22.7,1582,126.24,5,12,2,2,2,2,8.44
2,1,2013,132000,3,0,1,13.5,2477,175.56,7,12,1,1,11,1,12.49
3,1,2017,14800,2,0,1,17,1198,73.75,5,12,2,2,2,2,5.48
1,1,2013,35433,2,0,1,18.5,1197,85.8,5,12,1,1,11,1,4.2
2,1,2013,82966,3,0,1,16.8,1493,110,5,12,2,2,2,2,7.2
3,1,2014,96000,3,0,1,23.4,1248,74,5,12,1,1,11,1,4.8
1,1,2017,39528,3,0,1,25.32,1198,77,6,12,2,2,2,2,5.83
2,1,2018,92056,3,0,1,13.68,2393,147.8,7,12,1,1,11,1,18.39
3,1,2016,14930,2,0,1,21.4,1197,83.1,5,12,2,2,2,2,5.85
1,1,2016,38000,3,0,1,27.3,1498,98.6,5,12,1,1,11,1,6.21
2,1,2013,71000,2,0,1,17,1197,80,5,12,2,2,2,2,3.65
3,1,2012,71000,3,0,1,23,1396,90,5,12,1,1,11,1,3.7
1,1,2015,50000,3,1,1,19.27,2143,167.62,5,12,2,2,2,2,30
2,1,2016,48163,2,0,1,19.1,1197,82,5,12,1,1,11,1,4.85
3,1,2017,19168,2,1,1,18.9,1197,82,5,12,2,2,2,2,6.93
1,1,2016,26000,2,0,1,22.74,796,47.3,5,12,1,1,11,1,2.6
2,1,2014,37400,2,0,1,18.2,1199,82.5,5,12,2,2,2,2,1.89
3,1,2018,8682,3,1,1,0,1950,194,5,12,1,1,11,1,39.5
1,1,2012,95000,2,1,1,13.7,1798,157.75,5,12,2,2,2,2,10
2,1,2009,34000,3,1,1,16.55,1968,147.51,5,12,1,1,11,1,9.95
3,1,2014,95000,3,0,2,12.8,2494,102,8,12,2,2,2,2,9.45
1,1,2017,13689,3,1,1,17.9,2143,136,5,12,1,1,11,1,28.25
2,1,2008,84000,2,0,2,19.81,1086,68.05,5,12,2,2,2,2,1.8
3,1,2008,47000,2,0,2,17.5,1298,85.8,5,12,1,1,11,1,1.4
1,1,2015,60001,3,1,1,21.66,1498,103.52,5,12,2,2,2,2,7.25
2,1,2012,96000,3,0,1,21.1,1248,73.9,5,12,1,1,11,1,3.6
3,1,2004,47300,2,0,2,14.4,1599,94,5,12,2,2,2,2,1.2
1,1,2014,28246,2,0,2,17.8,1198,86.7,5,12,1,1,11,1,4.94
2,1,2007,65000,2,0,2,18.9,998,67.1,5,12,2,2,2,2,1.25
3,1,2013,68000,3,0,2,22.07,1199,73.9,5,12,1,1,11,1,4.8
1,1,2019,11209,3,1,1,12.62,2198,158,7,12,2,2,2,2,31.15
2,1,2011,41980,2,0,2,17,1197,80,5,12,1,1,11,1,3.3
3,1,2012,65000,3,0,1,25.44,936,57.6,5,12,2,2,2,2,2.4
1,1,2010,38000,2,0,1,14.8,1799,130.2,5,12,1,1,11,1,2
2,1,2014,51000,2,0,1,20.51,998,67.04,5,12,2,2,2,2,3.1
3,1,2014,33855,2,0,1,15,1598,103.6,5,12,1,1,11,1,5.09
1,1,2006,146000,2,0,2,15.4,1590,94,5,12,2,2,2,2,1.05
2,1,2015,47037,3,0,2,22.77,1498,98.59,5,12,1,1,11,1,7
3,1,2010,58000,2,0,2,13.2,1495,94,5,12,2,2,2,2,2.5
1,1,2012,61240,3,1,1,22.48,1995,190,5,12,1,1,11,1,17.5
2,1,2011,91211,2,0,1,20.92,998,67.1,5,12,2,2,2,2,2.1
3,1,2013,84000,3,1,1,15.73,1968,174.33,5,12,1,1,11,1,17.75
1,1,2008,64226,5,0,1,17.3,1061,57.5,5,12,2,2,2,2,1.45
2,1,2005,67000,2,1,2,11.3,1794,125,5,12,1,1,11,1,2.45
3,1,2011,106976,3,1,1,13.5,2400,215,5,12,2,2,2,2,13.8
1,1,2016,27210,3,0,1,27.3,1498,98.6,5,12,1,1,11,1,5.85
2,1,2017,26322,3,0,1,28.09,1248,88.5,5,12,2,2,2,2,8.9
3,1,2016,9107,2,0,1,20.4,1197,81.8,5,12,1,1,11,1,5.15
1,1,2015,63983,3,1,1,19.27,2143,170,5,12,2,2,2,2,16.56
2,1,2010,134000,2,0,2,18.9,1061,67,5,12,1,1,11,1,1.65
3,1,2015,11000,2,1,1,15.5,1595,120.7,5,12,2,2,2,2,16
1,1,2008,93000,2,0,1,0,1086,62,5,12,1,1,11,1,1.45
2,1,2017,24852,3,1,1,26.59,1248,74,5,12,2,2,2,2,8.08
3,1,2014,37632,2,1,1,18.9,1197,82,5,12,1,1,11,1,4.5
1,1,2013,55000,2,0,2,16.95,1498,97.7,5,12,2,2,2,2,4.3
2,1,2010,81448,2,0,1,19,998,66.1,5,12,1,1,11,1,2.6
3,1,2018,1900,2,0,1,25.17,799,53.3,5,12,2,2,2,2,4.45
1,1,2012,54957,2,1,1,17.1,1591,121.4,5,12,1,1,11,1,5.37
2,1,2008,55000,2,0,2,18.9,1061,67,5,12,2,2,2,2,1.75
3,1,2013,21983,3,1,1,18.88,1995,184,5,12,1,1,11,1,16.5
1,1,2013,76000,3,1,1,18.48,1995,177,5,12,2,2,2,2,19
2,1,2016,65000,3,0,1,25,1396,69.01,5,12,1,1,11,1,2.8
3,1,2015,26000,3,0,1,22.54,1396,88.73,5,12,2,2,2,2,6.2
1,1,2019,11571,2,0,1,16.8,796,34.2,8,12,1,1,11,1,3.8
2,1,2014,81000,3,0,1,25.2,1248,74,5,12,2,2,2,2,6.1
3,1,2019,23154,3,0,1,23,1498,98.96,5,12,1,1,11,1,11.65
1,1,2014,26856,2,1,1,16.5,1198,86.8,5,12,2,2,2,2,4.15
2,1,2017,67489,3,0,1,13.68,2393,147.8,7,12,1,1,11,1,16.5
3,1,2008,176000,3,0,2,10.5,2179,120,8,12,2,2,2,2,4.3
1,1,2010,18000,2,0,1,18.5,1197,80,5,12,1,1,11,1,2.25
2,1,2014,63003,3,0,1,22.32,1582,126.32,5,12,2,2,2,2,6.75
3,1,2014,80000,3,0,1,15.1,2179,140,7,12,1,1,11,1,9.4
1,1,2014,56658,3,0,1,20.64,1498,108.5,5,12,2,2,2,2,5.39
2,1,2019,18592,3,0,1,26.59,1248,74,5,12,1,1,11,1,8.51
3,1,2010,75695,2,0,1,13.7,1368,88.8,5,12,2,2,2,2,1.85
1,1,2012,82000,3,0,2,22.9,1248,74,5,12,1,1,11,1,2.5
2,1,2013,60000,3,0,1,22.07,1199,73.9,5,12,2,2,2,2,4.75
3,1,2009,138000,2,0,2,17,1497,118,5,12,1,1,11,1,3.5
1,1,2014,67000,3,0,1,23,1396,90,5,12,2,2,2,2,5.5
2,1,2012,42750,2,0,1,17,1497,118,5,12,1,1,11,1,6.33
3,1,2014,52398,3,0,1,25.44,936,57.6,5,12,2,2,2,2,2.47
1,1,2014,36657,2,0,1,16.2,995,62.1,5,12,1,1,11,1,3.3
2,1,2011,77000,3,0,2,11.57,2179,138.1,7,12,2,2,2,2,3.5
3,1,2014,85000,3,1,1,11.3,2987,254.8,7,12,1,1,11,1,38.75
1,1,2008,112500,3,1,1,11.5,2993,235,5,12,2,2,2,2,7.99
2,1,2013,105072,3,0,1,14.24,2755,174.5,7,12,1,1,11,1,13.28
3,1,2012,80000,2,1,1,11.25,1995,150,5,12,2,2,2,2,9.5
1,1,2019,3102,3,0,1,20.37,1461,108.45,5,12,1,1,11,1,14.01
2,1,2016,14656,3,0,1,24.4,1120,71,5,12,2,2,2,2,6.99
3,1,2010,105000,3,1,2,13.2,1995,170,5,12,1,1,11,1,11
1,1,2008,61000,2,1,2,10.8,2497,215,5,12,2,2,2,2,11
2,1,2010,85046,2,0,2,18.06,1198,75,5,12,1,1,11,1,2.3
3,1,2014,48000,3,1,1,16.36,2179,187.7,5,12,2,2,2,2,26.5
1,1,2011,55000,3,1,1,10.2,4367,308,7,12,1,1,11,1,67
2,1,2017,4000,2,1,1,16,1368,160,5,12,2,2,2,2,17.75
3,1,2010,94000,2,1,2,10.1,2354,152,5,12,1,1,11,1,4.8
1,1,2013,61110,2,0,1,18.6,1197,85.8,5,12,2,2,2,2,4.57
2,1,2016,80000,3,0,1,24.4,1120,71,5,12,1,1,11,1,3.5
3,1,2015,43190,3,0,1,19.01,1461,108.5,5,12,2,2,2,2,7.61
1,1,2015,45000,3,1,1,18.25,1968,187.74,5,12,1,1,11,1,25
2,1,2016,44178,2,0,1,18.9,1197,82,5,12,2,2,2,2,5.88
3,1,2015,84415,3,0,1,12.99,2494,100.6,8,12,1,1,11,1,13.5
1,1,2015,35000,2,0,1,18.5,1197,80,5,12,2,2,2,2,4.6
2,1,2013,44000,3,0,1,22.77,1498,98.59,5,12,1,1,11,1,4.9
3,1,2012,67635,2,0,1,17,1497,118,5,12,2,2,2,2,5.25
1,1,2018,18385,2,1,1,14.8,1497,121.36,5,12,1,1,11,1,12.41
2,1,2014,35000,3,0,1,22.07,1199,73.9,5,12,2,2,2,2,3.8
3,1,2010,49000,3,1,1,19.27,2143,170,5,12,1,1,11,1,8.95
1,1,2013,69000,3,0,1,22.7,1498,89.84,5,12,2,2,2,2,7.2
2,1,2017,23228,2,0,1,14.4,1396,65,5,12,1,1,11,1,4.5
3,1,2014,68462,3,0,1,26.59,1248,74,5,12,2,2,2,2,4.15
1,1,2016,74611,3,0,1,25.1,1248,88.5,5,12,1,1,11,1,7.94
2,1,2014,90000,3,0,1,19.01,1461,108.45,5,12,2,2,2,2,7.25
3,1,2016,22000,2,0,1,18.9,998,67.1,5,12,1,1,11,1,3.7
1,1,2010,58163,2,0,1,0,1086,62,5,12,2,2,2,2,2.45
2,1,2011,109500,3,0,3,25.44,936,57.6,5,12,1,1,11,1,1.5
3,1,2017,13363,3,0,1,16,1997,140,7,12,2,2,2,2,12
1,1,2012,51000,2,0,2,19.81,1086,68.05,5,12,1,1,11,1,2.2
2,1,2007,103000,3,0,1,13.93,2179,138,7,12,2,2,2,2,3.6
3,1,2009,43002,2,0,1,20.36,1197,78.9,5,12,1,1,11,1,1.92
1,1,2016,108000,3,1,1,11.36,2755,171.5,7,12,2,2,2,2,20.5
2,1,2010,82407,3,0,1,17.5,1896,106,5,12,1,1,11,1,4.25
3,1,2013,29000,2,0,1,18.9,1197,82,5,12,2,2,2,2,3.2
1,1,2012,225000,3,0,2,23.59,1364,null,5,12,1,1,11,1,2.6
2,1,2014,45000,3,0,1,23.4,1248,74,5,12,2,2,2,2,3.85
3,1,2010,93401,3,0,1,23,1396,90,5,12,1,1,11,1,3.48
1,1,2017,95802,3,0,2,25.83,1498,99,5,12,2,2,2,2,4.55
2,1,2016,130000,3,0,1,25.47,1248,88.5,7,12,1,1,11,1,7
3,1,2013,67443,3,0,1,20.77,1248,88.8,7,12,2,2,2,2,5.75
1,1,2016,47681,2,1,1,16.8,1497,116.3,5,12,1,1,11,1,8.73
2,1,2009,35000,2,0,1,19.7,796,46.3,5,12,2,2,2,2,1.7
3,1,2016,68000,3,1,1,10.91,3198,197,7,12,1,1,11,1,29.5
1,1,2019,34688,3,0,1,24.3,1248,88.5,5,12,2,2,2,2,10.49
2,1,2015,10512,2,1,1,8.6,2706,265,2,12,1,1,11,1,64
3,1,2016,58000,3,0,1,22.9,1248,74,5,12,2,2,2,2,7.55
1,1,2014,40000,2,0,1,17.57,1193,88.7,5,12,1,1,11,1,3.95
2,1,2010,61000,2,0,4,17,1197,80,5,12,2,2,2,2,3.25
3,1,2009,86000,3,0,1,19.4,1422,70,5,12,1,1,11,1,2.75
1,1,2015,45000,3,0,1,21.43,1364,87.2,5,12,2,2,2,2,7.35
2,1,2017,55000,2,0,1,17,1198,73.75,5,12,1,1,11,1,4.7
3,1,2016,36855,2,0,2,15.29,1591,121.3,5,12,2,2,2,2,8.77
1,1,2013,46821,2,0,1,20.36,1197,78.9,5,12,1,1,11,1,3.42
2,1,2015,120000,2,0,1,18.6,1199,76.8,5,12,2,2,2,2,2.5
3,1,2012,29000,3,1,1,14.74,2993,270.9,5,12,1,1,11,1,20
1,1,2014,40000,2,0,1,13.24,1598,102.5,5,12,2,2,2,2,5.25
2,1,2013,60000,3,1,2,15.73,1968,174.33,5,12,1,1,11,1,14.5
3,1,2011,64984,2,1,1,16.95,1197,78.9,5,12,2,2,2,2,3.45
1,1,2015,73204,2,1,1,24.07,998,67.1,5,12,1,1,11,1,3.3
2,1,2014,50000,3,1,1,11.33,4134,335.2,7,12,2,2,2,2,51
3,1,2017,35000,3,0,1,24.3,1248,88.5,5,12,1,1,11,1,6.5
1,1,2013,17729,2,0,1,21.1,814,55.2,5,12,2,2,2,2,3.65
2,1,2012,97000,3,0,1,20,1497,115,5,12,1,1,11,1,7.25
3,1,2014,89614,3,0,1,22,1582,126.2,5,12,2,2,2,2,6.01
1,1,2015,14000,2,0,1,18.9,998,67.1,5,12,1,1,11,1,2.8
2,1,2012,50000,2,0,1,17,1197,80,5,12,2,2,2,2,4
3,1,2014,62505,2,0,1,17.4,1497,117.3,5,12,1,1,11,1,5.95
1,1,2011,248000,3,0,2,12.8,2494,102,7,12,2,2,2,2,9.2
2,1,2012,94900,3,0,1,16.8,1493,110,5,12,1,1,11,1,5.35
3,1,2017,55000,3,0,1,17.6,2179,153.86,7,12,2,2,2,2,12
1,1,2015,53735,3,1,2,12.07,2967,241.4,7,12,1,1,11,1,38.94
2,1,2008,53934,2,0,2,18.9,998,67.1,5,12,2,2,2,2,2.69
3,1,2013,58500,3,1,2,17.09,1995,218,5,12,1,1,11,1,27.5
1,1,2014,48000,2,0,1,18,1198,86.7,5,12,2,2,2,2,2.75
2,1,2016,24000,2,0,1,24.7,796,47.3,5,12,1,1,11,1,2.8
3,1,2016,52001,2,0,1,17.01,1591,121.3,5,12,2,2,2,2,6.45
1,1,2018,9565,2,0,1,23.84,1199,84,5,12,1,1,11,1,5.88
2,1,2013,32953,2,0,1,18.6,1197,85.8,5,12,2,2,2,2,4.65
3,1,2014,18000,2,0,1,21.1,814,55.2,5,12,1,1,11,1,2.5
1,1,2018,20446,2,1,1,12.6,1950,191.34,5,12,2,2,2,2,51.35
2,1,2016,33016,3,0,1,22.54,1396,88.73,5,12,1,1,11,1,6.85
3,1,2012,48000,3,0,1,23.59,1364,67.05,5,12,2,2,2,2,5.25
1,1,2014,72022,3,0,1,21.43,1364,87.2,5,12,1,1,11,1,9.23
2,1,2014,34000,3,1,1,20.7,1496,113.98,5,12,2,2,2,2,22
3,1,2014,69000,3,0,1,20.14,1498,88.8,5,12,1,1,11,1,5.19
1,1,2009,108000,2,1,1,13.7,1798,157.75,5,12,2,2,2,2,4.35
2,1,2013,34700,3,1,1,10,2148,170,5,12,1,1,11,1,24.5
3,1,2015,79000,3,0,1,17.8,1248,75,5,12,2,2,2,2,5.75
1,1,2016,58197,2,1,1,18,1497,117.3,5,12,1,1,11,1,9.19
2,1,2008,66000,2,1,2,8.45,2979,321,5,12,2,2,2,2,10.75
3,1,2009,60000,2,1,1,19.2,1197,80,5,12,1,1,11,1,2.99
1,1,2014,57000,3,0,1,26.59,1248,74,5,12,2,2,2,2,3.89
2,1,2018,45555,3,0,1,26,1498,98.6,5,12,1,1,11,1,11.73
3,1,2016,55137,2,0,1,14,796,35,5,12,2,2,2,2,3.11
1,1,2014,93325,3,0,2,17.2,1968,138.1,5,12,1,1,11,1,14.45
2,1,2018,38000,3,0,1,24.52,1248,88.5,7,12,2,2,2,2,8.7
3,1,2016,57738,3,0,1,24,1120,70,5,12,1,1,11,1,5.04
1,1,2017,38282,3,0,1,28.09,1248,88.5,5,12,2,2,2,2,8.5
2,1,2014,64000,3,1,1,19.27,2143,170,5,12,1,1,11,1,15.65
3,1,2015,32000,3,0,1,20.5,1248,91.72,5,12,2,2,2,2,5.65
1,1,2010,83000,2,1,1,10.93,2497,204,5,12,1,1,11,1,16.5
2,1,2011,76000,4,0,1,26.3,998,67.1,5,12,2,2,2,2,2
3,1,2012,67200,2,0,1,15.04,1598,103.6,5,12,1,1,11,1,3.9
1,1,2013,62655,3,1,1,18.88,1995,184,5,12,2,2,2,2,14.5
2,1,2015,16900,3,1,1,14.69,2993,258,5,12,1,1,11,1,44
3,1,2017,8471,2,0,1,18.9,1197,81.86,5,12,2,2,2,2,5
1,1,2016,69000,3,1,1,11.36,2755,171.5,7,12,1,1,11,1,19.75
2,1,2017,30090,3,1,1,19.6,1461,108.45,5,12,2,2,2,2,11.44
3,1,2011,120000,3,0,1,18,1248,75,5,12,1,1,11,1,1.75
1,1,2013,23000,3,0,1,17.8,1248,null,5,12,2,2,2,2,5.6
2,1,2016,35939,2,0,1,12.3,1796,185,5,12,1,1,11,1,30.42
3,1,2013,116694,3,0,1,15.1,2179,140,7,12,2,2,2,2,9.57
1,1,2016,40448,3,0,1,15.96,2523,62.1,7,12,1,1,11,1,3.5
2,1,2018,64456,3,0,1,24.3,1248,88.5,5,12,2,2,2,2,10.46
3,1,2014,52782,3,0,1,20.5,1248,91.72,5,12,1,1,11,1,4.85
1,1,2016,51672,2,0,1,19.5,1199,88.76,5,12,2,2,2,2,5.68
2,1,2015,56073,2,1,1,13.7,1798,157.75,5,12,1,1,11,1,13.25
3,1,2011,65000,3,1,1,14.74,2993,270.9,5,12,2,2,2,2,16
1,1,2013,79000,2,0,1,18.9,998,67.1,5,12,1,1,11,1,3
2,1,2007,43206,2,0,1,17,1086,null,5,12,2,2,2,2,0.99
3,1,2010,70200,2,1,1,14.53,1798,138.1,5,12,1,1,11,1,5
1,1,2016,42000,2,0,1,16.1,1197,85,5,12,2,2,2,2,4.75
2,1,2014,62000,2,0,1,16.47,1198,74,5,12,1,1,11,1,5.35
3,1,2017,20000,2,0,1,18.9,1197,81.86,5,12,2,2,2,2,5.98
1,1,2011,80000,3,0,3,21.5,1248,88.8,5,12,1,1,11,1,3.5
2,1,2018,50234,2,0,1,18.9,1197,81.86,5,12,2,2,2,2,4.77
3,1,2016,50003,2,0,1,21.4,1197,83.1,5,12,1,1,11,1,5.45
1,1,2018,1000,2,1,1,20.3,1199,84,5,12,2,2,2,2,6.85
2,1,2016,54897,3,1,1,26.59,1248,74,5,12,1,1,11,1,7.3
3,1,2007,108995,2,0,1,15.3,1193,65.3,5,12,2,2,2,2,1.25
1,1,2015,73000,3,0,1,22.7,1598,118,5,12,1,1,11,1,8.25
2,1,2008,65000,2,0,1,16.1,1298,88.2,5,12,2,2,2,2,2.71
3,1,2016,32000,2,0,1,19.1,1197,82,5,12,1,1,11,1,3.6
1,1,2010,65000,2,0,1,18.5,1197,80,5,12,2,2,2,2,3
2,1,2016,21600,2,1,1,23.1,998,67.04,5,12,1,1,11,1,4.65
3,1,2010,39000,3,1,1,14.84,2143,170,5,12,2,2,2,2,9.5
1,1,2011,58075,2,0,1,17.5,1298,85.8,5,12,1,1,11,1,2.95
2,1,2011,58000,2,0,1,15.04,1598,103.6,5,12,2,2,2,2,3
3,1,2015,58000,3,0,1,25.2,1248,74,5,12,1,1,11,1,5.95
1,1,2008,89000,2,1,1,14.53,1798,138.1,5,12,2,2,2,2,4
2,1,2008,72000,2,0,1,13.5,1799,130,5,12,1,1,11,1,2.5
3,1,2017,1800,2,1,1,16.05,1499,110.4,5,12,2,2,2,2,11.37
1,1,2010,172050,3,0,2,19,1248,93,5,12,1,1,11,1,2.25
2,1,2013,46230,2,0,1,19.81,1086,68.05,5,12,2,2,2,2,3.1
3,1,2014,86925,3,1,1,11.2,2400,215,5,12,1,1,11,1,17.18
1,1,2018,5000,2,0,1,18.6,1197,81.83,5,12,2,2,2,2,6.5
2,1,2014,66000,3,0,1,26,1498,98.6,5,12,1,1,11,1,5.7
3,1,2013,119000,3,0,1,12.99,2494,100,8,12,2,2,2,2,8
1,1,2016,45000,2,0,1,25.17,799,53.3,5,12,1,1,11,1,2.6
2,1,2009,66149,2,0,1,19,998,66.1,5,12,2,2,2,2,2.45
3,1,2014,42070,2,1,1,14.8,1595,120.7,5,12,1,1,11,1,11.57
1,1,2012,35503,2,0,1,18.9,998,67.1,5,12,2,2,2,2,2.3
2,1,2016,41460,3,0,1,25.2,1248,74,5,12,1,1,11,1,5.9
3,1,2015,40600,2,1,1,17,1591,121.3,5,12,2,2,2,2,7.2
1,1,2013,87000,3,1,1,22,1582,126.2,5,12,1,1,11,1,5.9
2,1,2014,30000,2,0,2,16.8,1497,116.3,5,12,2,2,2,2,6
3,1,2010,27089,2,0,1,16,1086,66.7,5,12,1,1,11,1,1.95
1,1,2016,53702,3,0,1,23.59,1364,67.04,5,12,2,2,2,2,6.55
2,1,2015,51000,3,1,1,27.03,1969,190,5,12,1,1,11,1,25
3,1,2012,36542,3,0,1,20,1399,68.05,5,12,2,2,2,2,2.65
1,1,2017,15000,3,1,1,13,2987,265,5,12,1,1,11,1,69.5
2,1,2012,65000,3,1,1,22.69,1995,190,5,12,2,2,2,2,14
3,1,2014,32000,2,0,2,22.74,796,47.3,5,12,1,1,11,1,2.1
1,1,2017,24393,3,0,1,13.68,2393,147.8,7,12,2,2,2,2,20.4
2,1,2019,1000,2,0,1,18.78,999,75,5,12,1,1,11,1,5.68
3,1,2014,28238,2,0,1,13.24,1598,102.5,5,12,2,2,2,2,5.55
1,1,2013,59000,3,0,1,13.5,2477,175.56,7,12,1,1,11,1,12.75
2,1,2012,92000,2,0,2,14.8,1799,130.2,5,12,2,2,2,2,3.35
3,1,2013,56840,2,0,1,22.74,796,47.3,5,12,1,1,11,1,1.55
1,1,2013,62746,3,0,2,20.54,1598,103.6,5,12,2,2,2,2,5.9
2,1,2012,96000,3,1,1,12.35,2179,187.74,5,12,1,1,11,1,18.98
3,1,2014,24000,2,0,1,13.7,1997,153.86,5,12,2,2,2,2,11.51
1,1,2016,54000,3,0,1,20.77,1248,88.76,7,12,1,1,11,1,7.75
2,1,2016,90000,3,0,1,12.99,2494,100.6,7,12,2,2,2,2,13.9
3,1,2010,40000,2,0,1,15,1368,90,5,12,1,1,11,1,1.35
1,1,2015,65938,3,1,2,12.07,2967,241.4,7,12,2,2,2,2,38
2,1,2017,16100,2,1,1,17.1,1591,121.4,5,12,1,1,11,1,11.6
3,1,2017,3600,3,1,1,21.5,1498,108.5,5,12,2,2,2,2,12.25
1,1,2011,52000,2,0,1,17,1497,118,5,12,1,1,11,1,3.8
2,1,2014,54000,3,0,1,20,1399,68.05,5,12,2,2,2,2,3.25
3,1,2016,15399,2,0,1,18.7,1199,88.7,5,12,1,1,11,1,6.4
1,1,2012,75000,2,0,2,16.47,1198,73.9,5,12,2,2,2,2,3.95
2,1,2010,76752,2,0,1,17.4,1497,117.3,5,12,1,1,11,1,3.57
3,1,2005,56000,2,0,2,17.7,1497,78,5,12,2,2,2,2,1.25
1,1,2015,70000,4,0,1,26.2,998,58.2,5,12,1,1,11,1,3.65
2,1,2013,46125,2,1,2,12,2354,187.4,5,12,2,2,2,2,12.5
3,1,2014,35000,3,1,2,18.12,1995,190,5,12,1,1,11,1,23
1,1,2003,80000,3,0,3,12.8,1489,35.5,5,12,2,2,2,2,1.35
2,1,2012,62729,3,0,1,12.05,2179,120,8,12,1,1,11,1,6.32
3,1,2012,34000,3,0,1,20.54,1598,103.6,5,12,2,2,2,2,3.4
1,1,1999,70000,2,0,2,17.3,993,60,5,12,1,1,11,1,0.77
2,1,2009,32000,2,0,1,16.1,796,37,4,12,2,2,2,2,0.9
3,1,2017,21000,2,1,1,14.28,1798,138.03,5,12,1,1,11,1,18
1,1,2013,49000,2,1,1,14.59,1997,245,5,12,2,2,2,2,19
2,1,2007,40000,2,0,3,13.8,1299,70,5,12,1,1,11,1,1.1
3,1,2012,78000,2,0,2,18.6,1199,79.4,5,12,2,2,2,2,2
1,1,2012,52000,3,0,1,21.43,1364,86.79,5,12,1,1,11,1,6.5
2,1,2014,65213,3,0,1,16,2179,140,7,12,2,2,2,2,9.45
3,1,2016,170000,3,0,1,24.4,1120,71,5,12,1,1,11,1,4
1,1,2017,36884,3,1,1,13,2143,204,5,12,2,2,2,2,32.25
2,1,2009,62500,2,0,1,20.36,1197,78.9,5,12,1,1,11,1,2.1
3,1,2015,68000,2,1,2,14.28,1798,138.03,5,12,2,2,2,2,9.75
1,1,2014,40748,2,0,1,14.53,1798,138,5,12,1,1,11,1,6.3
2,1,2013,60000,3,1,1,17.32,1968,184,5,12,2,2,2,2,21
3,1,2014,12400,3,0,1,21.9,1396,88.8,5,12,1,1,11,1,4.65
1,1,2013,87000,3,1,2,19.27,2143,167.62,5,12,2,2,2,2,17
2,1,2013,20248,3,0,1,21.1,1248,73.9,5,12,1,1,11,1,4.35
3,1,2017,52383,3,0,1,19.67,1582,126.2,5,12,2,2,2,2,14.82
1,1,2018,1000,3,1,1,13.6,1999,177,5,12,1,1,11,1,40
2,1,2016,85000,3,0,1,14.95,2489,93.7,7,12,2,2,2,2,6.15
3,1,2014,47000,3,0,1,12.99,2494,100.6,7,12,1,1,11,1,11.25
1,1,2018,17585,2,1,1,19.16,2494,157.7,5,12,2,2,2,2,32
2,1,2018,32496,3,1,1,13.22,2967,241.4,5,12,1,1,11,1,45.62
3,1,2017,34613,3,0,1,28.4,1248,74,5,12,2,2,2,2,6.24
1,1,2015,153000,3,0,1,20.77,1248,88.76,7,12,1,1,11,1,4.8
2,1,2014,54000,2,0,2,16.1,1197,85,5,12,2,2,2,2,4.5
3,1,2015,16900,2,0,1,20.36,1197,78.9,5,12,1,1,11,1,3.87
1,1,2013,62334,2,0,1,20.36,1197,78.9,5,12,2,2,2,2,2.75
2,1,2018,23714,2,0,1,21.4,1197,83.1,5,12,1,1,11,1,6.57
3,1,2010,52325,2,0,1,16.36,1495,93.7,5,12,2,2,2,2,2
1,1,2012,50000,2,0,1,19.4,1198,86.8,5,12,1,1,11,1,3.65
2,1,2016,55746,3,0,1,22.9,1248,74,5,12,2,2,2,2,6.95
3,1,2014,54000,2,0,1,20.14,1197,81.86,5,12,1,1,11,1,5.5
1,1,2013,43000,3,0,1,16,2179,140,7,12,2,2,2,2,7
2,1,2014,40000,3,1,1,13,2143,201.1,5,12,1,1,11,1,24
3,1,2010,125000,3,1,2,0,2179,115,5,12,2,2,2,2,11
1,1,2016,51944,3,1,1,19.27,2143,170,5,12,1,1,11,1,32.5
2,1,2015,46950,3,0,1,21.27,1396,88.76,5,12,2,2,2,2,6.45
